TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server1_train_0_353,2,req_465369,ChatGPT
task_Server1_train_0_353,3,req_1030931,GPT-4v
task_Server1_train_0_353,4,req_202227,GPT-4v
task_Server1_train_0_354,0,req_362172,GPT-4
task_Server1_train_0_354,1,req_311112,GPT-4v
task_Server1_train_0_354,2,req_577901,ChatGPT
task_Server1_train_0_354,3,req_697695,GPT-4v
task_Server1_train_0_354,4,req_884197,ChatGPT
task_Server1_train_0_355,0,req_737369,GPT-4
task_Server1_train_0_355,1,req_10747,GPT-4
task_Server1_train_0_355,2,req_164355,ChatGPT
task_Server1_train_0_355,3,req_250280,ChatGPT
task_Server1_train_0_355,4,req_631264,GPT-4v
task_Server1_train_0_356,0,req_1305715,GPT-4
task_Server1_train_0_356,1,req_207714,GPT-4v
task_Server1_train_0_356,2,req_1397314,GPT-4v
task_Server1_train_0_356,3,req_1364659,GPT-4v
task_Server1_train_0_356,4,req_43663,GPT-4v
task_Server1_train_0_357,0,req_129904,ChatGPT
task_Server1_train_0_357,1,req_765664,ChatGPT
task_Server1_train_0_357,2,req_618182,GPT-4
task_Server1_train_0_357,3,req_26203,GPT-4
task_Server1_train_0_357,4,req_949211,GPT-4v
task_Server1_train_0_358,0,req_637493,ChatGPT
task_Server1_train_0_358,1,req_1099049,GPT-4
task_Server1_train_0_358,2,req_92298,ChatGPT
task_Server1_train_0_358,3,req_1297034,GPT-4
task_Server1_train_0_358,4,req_85589,ChatGPT
task_Server1_train_0_359,0,req_378340,GPT-4
task_Server1_train_0_359,1,req_1375309,ChatGPT
task_Server1_train_0_359,2,req_886355,GPT-4
task_Server1_train_0_359,3,req_1426681,GPT-4v
task_Server1_train_0_359,4,req_835585,GPT-4v
task_Server1_train_0_360,0,req_873756,GPT-4
task_Server1_train_0_360,1,req_842393,GPT-4
task_Server1_train_0_360,2,req_439730,GPT-4v
task_Server1_train_0_360,3,req_1013890,GPT-4v
task_Server1_train_0_360,4,req_1412343,ChatGPT
task_Server1_train_0_361,0,req_1009791,ChatGPT
task_Server1_train_0_361,1,req_403285,ChatGPT
task_Server1_train_0_361,2,req_936419,ChatGPT
task_Server1_train_0_361,3,req_720136,GPT-4v
task_Server1_train_0_361,4,req_83396,GPT-4v
task_Server1_train_0_362,0,req_987469,ChatGPT
task_Server1_train_0_362,1,req_560327,GPT-4
task_Server1_train_0_362,2,req_52520,ChatGPT
task_Server1_train_0_362,3,req_764175,GPT-4v
task_Server1_train_0_362,4,req_469550,GPT-4v
task_Server1_train_0_363,0,req_1224207,GPT-4
task_Server1_train_0_363,1,req_201041,ChatGPT
task_Server1_train_0_363,2,req_1055677,GPT-4
task_Server1_train_0_363,3,req_864539,GPT-4
task_Server1_train_0_363,4,req_837300,ChatGPT
task_Server1_train_0_364,0,req_479866,GPT-4
task_Server1_train_0_364,1,req_700565,GPT-4
task_Server1_train_0_364,2,req_67474,ChatGPT
task_Server1_train_0_364,3,req_1272077,ChatGPT
task_Server1_train_0_364,4,req_579925,GPT-4v
task_Server1_train_0_365,0,req_972630,ChatGPT
task_Server1_train_0_365,1,req_483980,ChatGPT
task_Server1_train_0_365,2,req_1221482,GPT-4
task_Server1_train_0_365,3,req_98045,ChatGPT
task_Server1_train_0_365,4,req_1398022,GPT-4v
task_Server1_train_0_366,0,req_760949,GPT-4
task_Server1_train_0_366,1,req_879823,ChatGPT
task_Server1_train_0_366,2,req_845783,GPT-4
task_Server1_train_0_366,3,req_320930,GPT-4v
task_Server1_train_0_366,4,req_837292,ChatGPT
task_Server1_train_0_367,0,req_166458,ChatGPT
task_Server1_train_0_367,1,req_960843,ChatGPT
task_Server1_train_0_367,2,req_336102,GPT-4v
task_Server1_train_0_367,3,req_1040417,GPT-4v
task_Server1_train_0_367,4,req_1071034,ChatGPT
task_Server1_train_0_368,0,req_1787,ChatGPT
task_Server1_train_0_368,1,req_507374,GPT-4
task_Server1_train_0_368,2,req_845781,GPT-4
task_Server1_train_0_368,3,req_833224,GPT-4v
task_Server1_train_0_368,4,req_1380661,GPT-4v
task_Server1_train_0_369,0,req_388722,ChatGPT
task_Server1_train_0_369,1,req_1048247,GPT-4
task_Server1_train_0_369,2,req_688793,GPT-4v
task_Server1_train_0_369,3,req_233217,ChatGPT
task_Server1_train_0_369,4,req_375082,ChatGPT
task_Server1_train_0_370,0,req_1171520,GPT-4
task_Server1_train_0_370,1,req_53011,ChatGPT
task_Server1_train_0_370,2,req_848841,ChatGPT
task_Server1_train_0_370,3,req_563725,GPT-4v
task_Server1_train_0_370,4,req_708877,ChatGPT
task_Server1_train_0_371,0,req_1029322,GPT-4
task_Server1_train_0_371,1,req_1281069,ChatGPT
task_Server1_train_0_371,2,req_1356237,GPT-4v
task_Server1_train_0_371,3,req_714497,ChatGPT
task_Server1_train_0_371,4,req_969195,GPT-4v
task_Server1_train_0_372,0,req_287596,ChatGPT
task_Server1_train_0_372,1,req_35552,ChatGPT
task_Server1_train_0_372,2,req_1128677,GPT-4
task_Server1_train_0_372,3,req_1063036,GPT-4v
task_Server1_train_0_372,4,req_927268,GPT-4v
task_Server1_train_0_373,0,req_1147441,GPT-4
task_Server1_train_0_373,1,req_898848,ChatGPT
task_Server1_train_0_373,2,req_449343,ChatGPT
task_Server1_train_0_373,3,req_1024278,ChatGPT
task_Server1_train_0_373,4,req_149909,ChatGPT
task_Server1_train_0_374,0,req_701174,GPT-4
task_Server1_train_0_374,1,req_1264595,GPT-4
task_Server1_train_0_374,2,req_869299,ChatGPT
task_Server1_train_0_374,3,req_399106,GPT-4v
task_Server1_train_0_374,4,req_27044,ChatGPT
task_Server1_train_0_375,0,req_1332176,ChatGPT
task_Server1_train_0_375,1,req_350786,GPT-4
task_Server1_train_0_375,2,req_855181,ChatGPT
task_Server1_train_0_375,3,req_911884,ChatGPT
task_Server1_train_0_375,4,req_1071044,ChatGPT
task_Server1_train_0_376,0,req_1212442,GPT-4
task_Server1_train_0_376,1,req_1319804,GPT-4
task_Server1_train_0_376,2,req_1404927,ChatGPT
task_Server1_train_0_376,3,req_1264442,GPT-4
task_Server1_train_0_376,4,req_332404,GPT-4v
task_Server1_train_0_377,0,req_725699,ChatGPT
task_Server1_train_0_377,1,req_514220,GPT-4
task_Server1_train_0_377,2,req_1312162,GPT-4
task_Server1_train_0_377,3,req_1345785,GPT-4
task_Server1_train_0_377,4,req_1321176,GPT-4v
task_Server1_train_0_378,0,req_323328,ChatGPT
task_Server1_train_0_378,1,req_268824,GPT-4
task_Server1_train_0_378,2,req_801285,ChatGPT
task_Server1_train_0_378,3,req_650888,GPT-4v
task_Server1_train_0_378,4,req_79449,GPT-4v
task_Server1_train_0_379,0,req_1075605,GPT-4
task_Server1_train_0_379,1,req_215300,ChatGPT
task_Server1_train_0_379,2,req_1356719,ChatGPT
task_Server1_train_0_379,3,req_1083430,GPT-4
task_Server1_train_0_379,4,req_598061,ChatGPT
task_Server1_train_0_380,0,req_1391243,GPT-4
task_Server1_train_0_380,1,req_1349626,GPT-4
task_Server1_train_0_380,2,req_777829,ChatGPT
task_Server1_train_0_380,3,req_1093870,ChatGPT
task_Server1_train_0_380,4,req_435478,GPT-4v
task_Server1_train_0_381,0,req_887370,GPT-4
task_Server1_train_0_381,1,req_822038,ChatGPT
task_Server1_train_0_381,2,req_895304,GPT-4v
task_Server1_train_0_381,3,req_1052594,ChatGPT
task_Server1_train_0_381,4,req_315864,ChatGPT
task_Server1_train_0_382,0,req_351823,GPT-4
task_Server1_train_0_382,1,req_336028,ChatGPT
task_Server1_train_0_382,2,req_1341360,GPT-4v
task_Server1_train_0_382,3,req_1022255,GPT-4v
task_Server1_train_0_382,4,req_733344,GPT-4v
task_Server1_train_0_383,0,req_1223125,GPT-4
task_Server1_train_0_383,1,req_1028093,GPT-4
task_Server1_train_0_383,2,req_1022389,GPT-4
task_Server1_train_0_383,3,req_1216649,GPT-4
task_Server1_train_0_383,4,req_1175800,GPT-4v
task_Server1_train_0_384,0,req_274320,ChatGPT
task_Server1_train_0_384,1,req_1145702,GPT-4
task_Server1_train_0_384,2,req_238476,ChatGPT
task_Server1_train_0_384,3,req_1053145,GPT-4
task_Server1_train_0_384,4,req_733322,GPT-4v
task_Server1_train_0_385,0,req_1391911,ChatGPT
task_Server1_train_0_385,1,req_1140499,ChatGPT
task_Server1_train_0_385,2,req_1294221,GPT-4
task_Server1_train_0_385,3,req_1318302,GPT-4
task_Server1_train_0_385,4,req_495582,GPT-4v
task_Server1_train_0_386,0,req_1305504,GPT-4
task_Server1_train_0_386,1,req_767390,GPT-4
task_Server1_train_0_386,2,req_479945,GPT-4
task_Server1_train_0_386,3,req_987809,ChatGPT
task_Server1_train_0_386,4,req_991528,ChatGPT
task_Server1_train_0_387,0,req_282317,GPT-4
task_Server1_train_0_387,1,req_722188,ChatGPT
task_Server1_train_0_387,2,req_1184900,GPT-4v
task_Server1_train_0_387,3,req_187846,ChatGPT
task_Server1_train_0_387,4,req_31075,GPT-4v
task_Server1_train_0_388,0,req_1196940,GPT-4
task_Server1_train_0_388,1,req_1080769,GPT-4
task_Server1_train_0_388,2,req_1127911,ChatGPT
task_Server1_train_0_388,3,req_1305382,GPT-4
task_Server1_train_0_388,4,req_1244886,ChatGPT
task_Server1_train_0_389,0,req_202515,ChatGPT
task_Server1_train_0_389,1,req_490286,ChatGPT
task_Server1_train_0_389,2,req_752843,ChatGPT
task_Server1_train_0_389,3,req_726404,ChatGPT
task_Server1_train_0_389,4,req_54906,GPT-4v
task_Server1_train_0_390,0,req_160925,ChatGPT
task_Server1_train_0_390,1,req_608635,GPT-4
task_Server1_train_0_390,2,req_424015,ChatGPT
task_Server1_train_0_390,3,req_950035,ChatGPT
task_Server1_train_0_390,4,req_1041262,GPT-4v
task_Server1_train_0_391,0,req_1189775,ChatGPT
task_Server1_train_0_391,1,req_1064146,GPT-4
task_Server1_train_0_391,2,req_1088945,GPT-4
task_Server1_train_0_391,3,req_568808,ChatGPT
task_Server1_train_0_391,4,req_274386,ChatGPT
task_Server1_train_0_392,0,req_9884,GPT-4
task_Server1_train_0_392,1,req_382862,ChatGPT
task_Server1_train_0_392,2,req_497654,ChatGPT
task_Server1_train_0_392,3,req_701244,ChatGPT
task_Server1_train_0_392,4,req_876189,ChatGPT
task_Server1_train_0_393,0,req_4034,ChatGPT
task_Server1_train_0_393,1,req_798142,ChatGPT
task_Server1_train_0_393,2,req_1109421,ChatGPT
task_Server1_train_0_393,3,req_800381,ChatGPT
task_Server1_train_0_393,4,req_412604,ChatGPT
task_Server1_train_0_394,0,req_683145,GPT-4
task_Server1_train_0_394,1,req_1225771,GPT-4
task_Server1_train_0_394,2,req_912783,ChatGPT
task_Server1_train_0_394,3,req_1024162,GPT-4
task_Server1_train_0_394,4,req_314950,ChatGPT
task_Server1_train_0_395,0,req_78508,ChatGPT
task_Server1_train_0_395,1,req_1016281,GPT-4v
task_Server1_train_0_395,2,req_805706,GPT-4v
task_Server1_train_0_395,3,req_569151,GPT-4v
task_Server1_train_0_395,4,req_216382,GPT-4v
task_Server1_train_0_396,0,req_1299229,GPT-4
task_Server1_train_0_396,1,req_124002,ChatGPT
task_Server1_train_0_396,2,req_406232,ChatGPT
task_Server1_train_0_396,3,req_950318,ChatGPT
task_Server1_train_0_396,4,req_902085,GPT-4v
task_Server1_train_0_397,0,req_338111,ChatGPT
task_Server1_train_0_397,1,req_924430,ChatGPT
task_Server1_train_0_397,2,req_15693,GPT-4
task_Server1_train_0_397,3,req_1417191,GPT-4v
task_Server1_train_0_397,4,req_180501,GPT-4v
task_Server1_train_0_398,0,req_809266,ChatGPT
task_Server1_train_0_398,1,req_202454,ChatGPT
task_Server1_train_0_398,2,req_442109,GPT-4v
task_Server1_train_0_398,3,req_145285,ChatGPT
task_Server1_train_0_398,4,req_320493,GPT-4v
task_Server1_train_0_399,0,req_1247041,ChatGPT
task_Server1_train_0_399,1,req_1096560,GPT-4
task_Server1_train_0_399,2,req_613264,ChatGPT
task_Server1_train_0_399,3,req_1137936,GPT-4
task_Server1_train_0_399,4,req_1087336,ChatGPT
task_Server1_train_0_400,0,req_1204942,GPT-4
task_Server1_train_0_400,1,req_136139,ChatGPT
task_Server1_train_0_400,2,req_1186173,ChatGPT
task_Server1_train_0_400,3,req_638508,GPT-4v
task_Server1_train_0_400,4,req_663888,ChatGPT
task_Server1_train_0_401,0,req_1241799,GPT-4
task_Server1_train_0_401,1,req_1202815,GPT-4
task_Server1_train_0_401,2,req_1035689,GPT-4v
task_Server1_train_0_401,3,req_812551,ChatGPT
task_Server1_train_0_401,4,req_1207927,GPT-4v
task_Server1_train_0_402,0,req_1324214,GPT-4
task_Server1_train_0_402,1,req_617970,GPT-4
task_Server1_train_0_402,2,req_1348681,GPT-4
task_Server1_train_0_402,3,req_606018,ChatGPT
task_Server1_train_0_402,4,req_262406,ChatGPT
task_Server1_train_0_403,0,req_380185,GPT-4
task_Server1_train_0_403,1,req_399207,ChatGPT
task_Server1_train_0_403,2,req_767261,GPT-4
task_Server1_train_0_403,3,req_1105118,ChatGPT
task_Server1_train_0_403,4,req_130678,ChatGPT
task_Server1_train_0_404,0,req_503936,GPT-4
task_Server1_train_0_404,1,req_488692,ChatGPT
task_Server1_train_0_404,2,req_1150088,GPT-4
task_Server1_train_0_404,3,req_249628,ChatGPT
task_Server1_train_0_404,4,req_40784,GPT-4v
task_Server1_train_0_405,0,req_122548,ChatGPT
task_Server1_train_0_405,1,req_149998,ChatGPT
task_Server1_train_0_405,2,req_634418,GPT-4
task_Server1_train_0_405,3,req_588980,GPT-4v
task_Server1_train_0_405,4,req_503240,ChatGPT
task_Server1_train_0_406,0,req_893414,ChatGPT
task_Server1_train_0_406,1,req_635029,GPT-4
task_Server1_train_0_406,2,req_1365505,ChatGPT
task_Server1_train_0_406,3,req_556783,GPT-4
task_Server1_train_0_406,4,req_956495,GPT-4v
task_Server1_train_0_407,0,req_729756,GPT-4
task_Server1_train_0_407,1,req_386369,GPT-4
task_Server1_train_0_407,2,req_347790,GPT-4
task_Server1_train_0_407,3,req_1257329,GPT-4v
task_Server1_train_0_407,4,req_1369726,ChatGPT
task_Server1_train_0_408,0,req_120966,ChatGPT
task_Server1_train_0_408,1,req_466499,GPT-4
task_Server1_train_0_408,2,req_174151,GPT-4v
task_Server1_train_0_408,3,req_62888,GPT-4v
task_Server1_train_0_408,4,req_1086485,GPT-4v
task_Server1_train_0_409,0,req_925572,GPT-4
task_Server1_train_0_409,1,req_1061283,ChatGPT
task_Server1_train_0_409,2,req_871291,GPT-4v
task_Server1_train_0_409,3,req_847154,ChatGPT
task_Server1_train_0_409,4,req_493761,ChatGPT
task_Server1_train_0_410,0,req_873113,GPT-4
task_Server1_train_0_410,1,req_1069652,ChatGPT
task_Server1_train_0_410,2,req_1327586,ChatGPT
task_Server1_train_0_410,3,req_590067,GPT-4v
task_Server1_train_0_410,4,req_768289,ChatGPT
task_Server1_train_0_411,0,req_515326,GPT-4
task_Server1_train_0_411,1,req_1069748,GPT-4v
task_Server1_train_0_411,2,req_595341,GPT-4v
task_Server1_train_0_411,3,req_857775,GPT-4v
task_Server1_train_0_411,4,req_328596,ChatGPT
task_Server1_train_0_412,0,req_650897,ChatGPT
task_Server1_train_0_412,1,req_1359056,ChatGPT
task_Server1_train_0_412,2,req_1343568,GPT-4
task_Server1_train_0_412,3,req_1349716,GPT-4
task_Server1_train_0_412,4,req_1003665,GPT-4v
task_Server1_train_0_413,0,req_270749,ChatGPT
task_Server1_train_0_413,1,req_287666,ChatGPT
task_Server1_train_0_413,2,req_780239,GPT-4v
task_Server1_train_0_413,3,req_883621,ChatGPT
task_Server1_train_0_413,4,req_1404436,GPT-4v
task_Server1_train_0_414,0,req_96557,ChatGPT
task_Server1_train_0_414,1,req_306669,ChatGPT
task_Server1_train_0_414,2,req_887634,GPT-4
task_Server1_train_0_414,3,req_46175,ChatGPT
task_Server1_train_0_414,4,req_249546,GPT-4v
task_Server1_train_0_415,0,req_305128,ChatGPT
task_Server1_train_0_415,1,req_1055487,ChatGPT
task_Server1_train_0_415,2,req_1228719,GPT-4
task_Server1_train_0_415,3,req_729687,ChatGPT
task_Server1_train_0_415,4,req_823703,ChatGPT
task_Server1_train_0_416,0,req_1219264,GPT-4
task_Server1_train_0_416,1,req_998856,GPT-4
task_Server1_train_0_416,2,req_1078050,ChatGPT
task_Server1_train_0_416,3,req_1310338,ChatGPT
task_Server1_train_0_416,4,req_1369081,ChatGPT
task_Server1_train_0_417,0,req_889627,GPT-4
task_Server1_train_0_417,1,req_121883,GPT-4v
task_Server1_train_0_417,2,req_227855,ChatGPT
task_Server1_train_0_417,3,req_822065,ChatGPT
task_Server1_train_0_417,4,req_1416559,ChatGPT
task_Server1_train_0_418,0,req_868288,GPT-4
task_Server1_train_0_418,1,req_1024572,GPT-4
task_Server1_train_0_418,2,req_820237,ChatGPT
task_Server1_train_0_418,3,req_416274,GPT-4
task_Server1_train_0_418,4,req_1185311,GPT-4v
task_Server1_train_0_419,0,req_945655,ChatGPT
task_Server1_train_0_419,1,req_1284979,ChatGPT
task_Server1_train_0_419,2,req_904904,ChatGPT
task_Server1_train_0_419,3,req_1260833,GPT-4v
task_Server1_train_0_419,4,req_339869,GPT-4v
task_Server1_train_0_420,0,req_816649,ChatGPT
task_Server1_train_0_420,1,req_238728,GPT-4v
task_Server1_train_0_420,2,req_919713,GPT-4v
task_Server1_train_0_420,3,req_149827,ChatGPT
task_Server1_train_0_420,4,req_1104288,ChatGPT
task_Server1_train_0_421,0,req_64002,ChatGPT
task_Server1_train_0_421,1,req_1227236,GPT-4
task_Server1_train_0_421,2,req_926209,GPT-4
task_Server1_train_0_421,3,req_1386283,ChatGPT
task_Server1_train_0_421,4,req_1184165,GPT-4v
task_Server1_train_0_422,0,req_1118208,ChatGPT
task_Server1_train_0_422,1,req_1351662,ChatGPT
task_Server1_train_0_422,2,req_1119567,ChatGPT
task_Server1_train_0_422,3,req_427064,ChatGPT
task_Server1_train_0_422,4,req_584578,GPT-4v
task_Server1_train_0_423,0,req_469114,ChatGPT
task_Server1_train_0_423,1,req_1345333,GPT-4
task_Server1_train_0_423,2,req_860350,ChatGPT
task_Server1_train_0_423,3,req_426459,GPT-4v
task_Server1_train_0_423,4,req_1233494,GPT-4v
task_Server1_train_0_424,0,req_1199336,ChatGPT
task_Server1_train_0_424,1,req_1090586,GPT-4
task_Server1_train_0_424,2,req_735861,ChatGPT
task_Server1_train_0_424,3,req_826142,ChatGPT
task_Server1_train_0_424,4,req_176659,ChatGPT
task_Server1_train_0_425,0,req_1240338,GPT-4
task_Server1_train_0_425,1,req_1646,GPT-4
task_Server1_train_0_425,2,req_989110,ChatGPT
task_Server1_train_0_425,3,req_663851,ChatGPT
task_Server1_train_0_425,4,req_658783,GPT-4v
task_Server1_train_0_426,0,req_270665,ChatGPT
task_Server1_train_0_426,1,req_527612,ChatGPT
task_Server1_train_0_426,2,req_1097963,GPT-4
task_Server1_train_0_426,3,req_655523,ChatGPT
task_Server1_train_0_426,4,req_824135,ChatGPT
task_Server1_train_0_427,0,req_485396,ChatGPT
task_Server1_train_0_427,1,req_1022711,GPT-4
task_Server1_train_0_427,2,req_182201,ChatGPT
task_Server1_train_0_427,3,req_141676,ChatGPT
task_Server1_train_0_427,4,req_793117,ChatGPT
task_Server1_train_0_428,0,req_1098881,GPT-4
task_Server1_train_0_428,1,req_413230,ChatGPT
task_Server1_train_0_428,2,req_1191738,ChatGPT
task_Server1_train_0_428,3,req_610947,ChatGPT
task_Server1_train_0_428,4,req_1357918,ChatGPT
task_Server1_train_0_429,0,req_351370,ChatGPT
task_Server1_train_0_429,1,req_642159,GPT-4v
task_Server1_train_0_429,2,req_557978,GPT-4v
task_Server1_train_0_429,3,req_1297970,GPT-4v
task_Server1_train_0_429,4,req_498492,GPT-4v
task_Server1_train_0_430,0,req_1199887,GPT-4
task_Server1_train_0_430,1,req_1152544,GPT-4v
task_Server1_train_0_430,2,req_657237,GPT-4v
task_Server1_train_0_430,3,req_1328051,ChatGPT
task_Server1_train_0_430,4,req_750134,ChatGPT
task_Server1_train_0_431,0,req_1291242,GPT-4
task_Server1_train_0_431,1,req_563614,GPT-4
task_Server1_train_0_431,2,req_377643,GPT-4
task_Server1_train_0_431,3,req_730624,GPT-4v
task_Server1_train_0_431,4,req_753082,ChatGPT
task_Server1_train_0_432,0,req_727763,ChatGPT
task_Server1_train_0_432,1,req_1364740,ChatGPT
task_Server1_train_0_432,2,req_763597,GPT-4
task_Server1_train_0_432,3,req_228079,GPT-4v
task_Server1_train_0_432,4,req_979289,ChatGPT
task_Server1_train_0_433,0,req_703026,GPT-4
task_Server1_train_0_433,1,req_1316116,GPT-4
task_Server1_train_0_433,2,req_1203720,ChatGPT
task_Server1_train_0_433,3,req_1091960,ChatGPT
task_Server1_train_0_433,4,req_444633,ChatGPT
task_Server1_train_0_434,0,req_1285974,GPT-4
task_Server1_train_0_434,1,req_218589,ChatGPT
task_Server1_train_0_434,2,req_823823,ChatGPT
task_Server1_train_0_434,3,req_1295685,GPT-4
task_Server1_train_0_434,4,req_1152310,GPT-4v
task_Server1_train_0_435,0,req_1304166,GPT-4
task_Server1_train_0_435,1,req_462375,ChatGPT
task_Server1_train_0_435,2,req_878358,GPT-4v
task_Server1_train_0_435,3,req_516351,ChatGPT
task_Server1_train_0_435,4,req_1294767,ChatGPT
task_Server1_train_0_436,0,req_635263,GPT-4
task_Server1_train_0_436,1,req_1162201,ChatGPT
task_Server1_train_0_436,2,req_744121,ChatGPT
task_Server1_train_0_436,3,req_504934,GPT-4
task_Server1_train_0_436,4,req_732347,GPT-4v
task_Server1_train_0_437,0,req_987987,ChatGPT
task_Server1_train_0_437,1,req_295731,ChatGPT
task_Server1_train_0_437,2,req_1134466,GPT-4
task_Server1_train_0_437,3,req_332514,ChatGPT
task_Server1_train_0_437,4,req_927144,GPT-4v
task_Server1_train_0_438,0,req_661221,ChatGPT
task_Server1_train_0_438,1,req_581366,ChatGPT
task_Server1_train_0_438,2,req_871879,GPT-4
task_Server1_train_0_438,3,req_737201,GPT-4v
task_Server1_train_0_438,4,req_129468,ChatGPT
task_Server1_train_0_439,0,req_394038,GPT-4
task_Server1_train_0_439,1,req_745380,ChatGPT
task_Server1_train_0_439,2,req_203473,ChatGPT
task_Server1_train_0_439,3,req_76599,ChatGPT
task_Server1_train_0_439,4,req_1391877,ChatGPT
task_Server1_train_0_440,0,req_1147633,ChatGPT
task_Server1_train_0_440,1,req_489122,GPT-4v
task_Server1_train_0_440,2,req_1289622,GPT-4v
task_Server1_train_0_440,3,req_1173417,ChatGPT
task_Server1_train_0_440,4,req_1116853,GPT-4v
task_Server1_train_0_441,0,req_292102,ChatGPT
task_Server1_train_0_441,1,req_863286,GPT-4
task_Server1_train_0_441,2,req_811598,ChatGPT
task_Server1_train_0_441,3,req_1144166,GPT-4
task_Server1_train_0_441,4,req_457700,ChatGPT
task_Server1_train_0_442,0,req_381472,GPT-4
task_Server1_train_0_442,1,req_639473,ChatGPT
task_Server1_train_0_442,2,req_1033974,ChatGPT
task_Server1_train_0_442,3,req_1195844,GPT-4v
task_Server1_train_0_442,4,req_133192,ChatGPT
task_Server1_train_0_443,0,req_702882,GPT-4
task_Server1_train_0_443,1,req_211021,GPT-4v
task_Server1_train_0_443,2,req_324706,GPT-4v
task_Server1_train_0_443,3,req_982269,GPT-4v
task_Server1_train_0_443,4,req_1203645,ChatGPT
task_Server1_train_0_444,0,req_962030,ChatGPT
task_Server1_train_0_444,1,req_578377,ChatGPT
task_Server1_train_0_444,2,req_1149926,GPT-4
task_Server1_train_0_444,3,req_514359,GPT-4
task_Server1_train_0_444,4,req_925439,ChatGPT
task_Server1_train_0_445,0,req_1411071,ChatGPT
task_Server1_train_0_445,1,req_433027,ChatGPT
task_Server1_train_0_445,2,req_49715,ChatGPT
task_Server1_train_0_445,3,req_1233550,GPT-4v
task_Server1_train_0_445,4,req_1053779,GPT-4v
task_Server1_train_0_446,0,req_743615,GPT-4
task_Server1_train_0_446,1,req_348841,GPT-4
task_Server1_train_0_446,2,req_1414164,ChatGPT
task_Server1_train_0_446,3,req_1250732,GPT-4v
task_Server1_train_0_446,4,req_1427791,GPT-4v
task_Server1_train_0_447,0,req_442,GPT-4
task_Server1_train_0_447,1,req_716958,GPT-4
task_Server1_train_0_447,2,req_955763,GPT-4v
task_Server1_train_0_447,3,req_437826,ChatGPT
task_Server1_train_0_447,4,req_908330,GPT-4v
task_Server1_train_0_448,0,req_470313,GPT-4
task_Server1_train_0_448,1,req_1291670,GPT-4
task_Server1_train_0_448,2,req_1422210,ChatGPT
task_Server1_train_0_448,3,req_1291103,GPT-4
task_Server1_train_0_448,4,req_918159,GPT-4v
task_Server1_train_0_449,0,req_1348563,GPT-4
task_Server1_train_0_449,1,req_1360158,ChatGPT
task_Server1_train_0_449,2,req_1137213,ChatGPT
task_Server1_train_0_449,3,req_383595,GPT-4
task_Server1_train_0_449,4,req_140411,GPT-4v
task_Server1_train_0_450,0,req_745316,ChatGPT
task_Server1_train_0_450,1,req_335646,ChatGPT
task_Server1_train_0_450,2,req_1099754,GPT-4
task_Server1_train_0_450,3,req_424103,ChatGPT
task_Server1_train_0_450,4,req_146500,ChatGPT
task_Server1_train_0_451,0,req_545627,GPT-4
task_Server1_train_0_451,1,req_373652,GPT-4
task_Server1_train_0_451,2,req_842906,GPT-4
task_Server1_train_0_451,3,req_916929,ChatGPT
task_Server1_train_0_451,4,req_1228488,ChatGPT
task_Server1_train_0_452,0,req_1334118,ChatGPT
task_Server1_train_0_452,1,req_87846,ChatGPT
task_Server1_train_0_452,2,req_397429,GPT-4
task_Server1_train_0_452,3,req_514109,GPT-4
task_Server1_train_0_452,4,req_145379,GPT-4v
task_Server1_train_0_453,0,req_1385346,ChatGPT
task_Server1_train_0_453,1,req_1243978,GPT-4
task_Server1_train_0_453,2,req_107826,ChatGPT
task_Server1_train_0_453,3,req_724442,GPT-4v
task_Server1_train_0_453,4,req_1397802,ChatGPT
task_Server1_train_0_454,0,req_1348747,GPT-4
task_Server1_train_0_454,1,req_1255225,ChatGPT
task_Server1_train_0_454,2,req_1207227,GPT-4v
task_Server1_train_0_454,3,req_551767,GPT-4v
task_Server1_train_0_454,4,req_166248,ChatGPT
task_Server1_train_0_455,0,req_1026783,GPT-4
task_Server1_train_0_455,1,req_948427,ChatGPT
task_Server1_train_0_455,2,req_1082127,GPT-4v
task_Server1_train_0_455,3,req_1298793,ChatGPT
task_Server1_train_0_455,4,req_568985,GPT-4v
task_Server1_train_0_456,0,req_618815,GPT-4
task_Server1_train_0_456,1,req_936187,ChatGPT
task_Server1_train_0_456,2,req_224885,ChatGPT
task_Server1_train_0_456,3,req_389381,ChatGPT
task_Server1_train_0_456,4,req_1205813,GPT-4v
task_Server1_train_0_457,0,req_49582,ChatGPT
task_Server1_train_0_457,1,req_587320,GPT-4v
task_Server1_train_0_457,2,req_450174,GPT-4v
task_Server1_train_0_457,3,req_1045705,GPT-4v
task_Server1_train_0_457,4,req_59855,ChatGPT
task_Server1_train_0_458,0,req_938743,ChatGPT
task_Server1_train_0_458,1,req_754297,GPT-4v
task_Server1_train_0_458,2,req_61643,ChatGPT
task_Server1_train_0_458,3,req_1400722,GPT-4v
task_Server1_train_0_458,4,req_305984,GPT-4v
task_Server1_train_0_459,0,req_460681,ChatGPT
task_Server1_train_0_459,1,req_1176977,ChatGPT
task_Server1_train_0_459,2,req_21628,GPT-4
task_Server1_train_0_459,3,req_382749,GPT-4
task_Server1_train_0_459,4,req_407210,ChatGPT
task_Server1_train_0_460,0,req_709323,ChatGPT
task_Server1_train_0_460,1,req_1320826,GPT-4
task_Server1_train_0_460,2,req_387725,GPT-4v
