TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server3_train_1_542,4,req_211681,ChatGPT
task_Server3_train_1_543,0,req_48585,ChatGPT
task_Server3_train_1_543,1,req_1083429,GPT-4
task_Server3_train_1_543,2,req_559441,GPT-4
task_Server3_train_1_543,3,req_46629,GPT-4v
task_Server3_train_1_543,4,req_266625,GPT-4v
task_Server3_train_1_544,0,req_949410,GPT-4
task_Server3_train_1_544,1,req_725247,ChatGPT
task_Server3_train_1_544,2,req_306061,ChatGPT
task_Server3_train_1_544,3,req_1344665,GPT-4v
task_Server3_train_1_544,4,req_576623,GPT-4v
task_Server3_train_1_545,0,req_1279224,GPT-4
task_Server3_train_1_545,1,req_136296,ChatGPT
task_Server3_train_1_545,2,req_83175,GPT-4v
task_Server3_train_1_545,3,req_659928,ChatGPT
task_Server3_train_1_545,4,req_499494,ChatGPT
task_Server3_train_1_546,0,req_551422,GPT-4
task_Server3_train_1_546,1,req_844236,GPT-4
task_Server3_train_1_546,2,req_364303,GPT-4
task_Server3_train_1_546,3,req_688841,GPT-4
task_Server3_train_1_546,4,req_718397,ChatGPT
task_Server3_train_1_547,0,req_381005,GPT-4
task_Server3_train_1_547,1,req_1122973,ChatGPT
task_Server3_train_1_547,2,req_1389164,ChatGPT
task_Server3_train_1_547,3,req_297490,ChatGPT
task_Server3_train_1_547,4,req_794324,ChatGPT
task_Server3_train_1_548,0,req_697761,GPT-4
task_Server3_train_1_548,1,req_1223830,GPT-4
task_Server3_train_1_548,2,req_995932,GPT-4v
task_Server3_train_1_548,3,req_140352,ChatGPT
task_Server3_train_1_548,4,req_810813,ChatGPT
task_Server3_train_1_549,0,req_681627,GPT-4
task_Server3_train_1_549,1,req_751048,ChatGPT
task_Server3_train_1_549,2,req_776254,GPT-4v
task_Server3_train_1_549,3,req_996462,GPT-4v
task_Server3_train_1_549,4,req_363913,GPT-4v
task_Server3_train_1_550,0,req_1200445,ChatGPT
task_Server3_train_1_550,1,req_1324027,GPT-4
task_Server3_train_1_550,2,req_56865,ChatGPT
task_Server3_train_1_550,3,req_1181356,ChatGPT
task_Server3_train_1_550,4,req_1033192,GPT-4v
task_Server3_train_1_551,0,req_551568,GPT-4
task_Server3_train_1_551,1,req_1108513,ChatGPT
task_Server3_train_1_551,2,req_1416127,GPT-4v
task_Server3_train_1_551,3,req_611065,GPT-4v
task_Server3_train_1_551,4,req_641121,GPT-4v
task_Server3_train_1_552,0,req_40332,ChatGPT
task_Server3_train_1_552,1,req_760167,GPT-4
task_Server3_train_1_552,2,req_1345349,GPT-4
task_Server3_train_1_552,3,req_766967,GPT-4
task_Server3_train_1_552,4,req_1368147,ChatGPT
task_Server3_train_1_553,0,req_716732,GPT-4
task_Server3_train_1_553,1,req_1004864,GPT-4
task_Server3_train_1_553,2,req_469044,GPT-4
task_Server3_train_1_553,3,req_1387565,ChatGPT
task_Server3_train_1_553,4,req_1399850,ChatGPT
task_Server3_train_1_554,0,req_1383920,ChatGPT
task_Server3_train_1_554,1,req_838413,GPT-4
task_Server3_train_1_554,2,req_505789,GPT-4
task_Server3_train_1_554,3,req_797772,ChatGPT
task_Server3_train_1_554,4,req_994923,GPT-4v
task_Server3_train_1_555,0,req_1267771,GPT-4
task_Server3_train_1_555,1,req_560319,GPT-4
task_Server3_train_1_555,2,req_622974,GPT-4
task_Server3_train_1_555,3,req_942329,ChatGPT
task_Server3_train_1_555,4,req_1002403,GPT-4v
task_Server3_train_1_556,0,req_983164,ChatGPT
task_Server3_train_1_556,1,req_694679,GPT-4
task_Server3_train_1_556,2,req_1318266,GPT-4
task_Server3_train_1_556,3,req_1150216,GPT-4
task_Server3_train_1_556,4,req_391579,ChatGPT
task_Server3_train_1_557,0,req_1015273,GPT-4
task_Server3_train_1_557,1,req_1349751,ChatGPT
task_Server3_train_1_557,2,req_1416182,ChatGPT
task_Server3_train_1_557,3,req_87304,ChatGPT
task_Server3_train_1_557,4,req_1352020,ChatGPT
task_Server3_train_1_558,0,req_794541,GPT-4
task_Server3_train_1_558,1,req_1347624,GPT-4
task_Server3_train_1_558,2,req_560905,GPT-4
task_Server3_train_1_558,3,req_739019,GPT-4v
task_Server3_train_1_558,4,req_645216,GPT-4v
task_Server3_train_1_559,0,req_1173032,GPT-4
task_Server3_train_1_559,1,req_356661,GPT-4v
task_Server3_train_1_559,2,req_649568,GPT-4v
task_Server3_train_1_559,3,req_1085968,ChatGPT
task_Server3_train_1_559,4,req_259914,GPT-4v
task_Server3_train_1_560,0,req_95046,ChatGPT
task_Server3_train_1_560,1,req_459179,ChatGPT
task_Server3_train_1_560,2,req_1243495,GPT-4v
task_Server3_train_1_560,3,req_1084275,ChatGPT
task_Server3_train_1_560,4,req_123068,GPT-4v
task_Server3_train_1_561,0,req_546211,GPT-4
task_Server3_train_1_561,1,req_688418,GPT-4
task_Server3_train_1_561,2,req_1117967,GPT-4v
task_Server3_train_1_561,3,req_682135,ChatGPT
task_Server3_train_1_561,4,req_446461,ChatGPT
task_Server3_train_1_562,0,req_488479,ChatGPT
task_Server3_train_1_562,1,req_70507,ChatGPT
task_Server3_train_1_562,2,req_984613,ChatGPT
task_Server3_train_1_562,3,req_1354794,ChatGPT
task_Server3_train_1_562,4,req_1208036,ChatGPT
task_Server3_train_1_563,0,req_863988,GPT-4
task_Server3_train_1_563,1,req_779987,GPT-4v
task_Server3_train_1_563,2,req_465932,ChatGPT
task_Server3_train_1_563,3,req_793541,GPT-4v
task_Server3_train_1_563,4,req_1334299,GPT-4v
task_Server3_train_1_564,0,req_1284799,ChatGPT
task_Server3_train_1_564,1,req_563483,GPT-4
task_Server3_train_1_564,2,req_1215107,GPT-4
task_Server3_train_1_564,3,req_1063553,GPT-4
task_Server3_train_1_564,4,req_51914,ChatGPT
task_Server3_train_1_565,0,req_1133879,ChatGPT
task_Server3_train_1_565,1,req_273738,GPT-4v
task_Server3_train_1_565,2,req_290810,ChatGPT
task_Server3_train_1_565,3,req_1339659,ChatGPT
task_Server3_train_1_565,4,req_28995,GPT-4v
task_Server3_train_1_566,0,req_1215087,GPT-4
task_Server3_train_1_566,1,req_1283877,GPT-4
task_Server3_train_1_566,2,req_1222458,GPT-4
task_Server3_train_1_566,3,req_1055042,ChatGPT
task_Server3_train_1_566,4,req_118162,ChatGPT
task_Server3_train_1_567,0,req_649426,GPT-4
task_Server3_train_1_567,1,req_324210,ChatGPT
task_Server3_train_1_567,2,req_788606,ChatGPT
task_Server3_train_1_567,3,req_136250,GPT-4v
task_Server3_train_1_567,4,req_260229,GPT-4v
task_Server3_train_1_568,0,req_599723,ChatGPT
task_Server3_train_1_568,1,req_147641,ChatGPT
task_Server3_train_1_568,2,req_559452,GPT-4
task_Server3_train_1_568,3,req_873496,GPT-4
task_Server3_train_1_568,4,req_263856,GPT-4v
task_Server3_train_1_569,0,req_714450,GPT-4
task_Server3_train_1_569,1,req_58374,ChatGPT
task_Server3_train_1_569,2,req_118762,ChatGPT
task_Server3_train_1_569,3,req_532632,ChatGPT
task_Server3_train_1_569,4,req_1246555,GPT-4v
task_Server3_train_1_570,0,req_543151,GPT-4
task_Server3_train_1_570,1,req_435294,ChatGPT
task_Server3_train_1_570,2,req_568872,ChatGPT
task_Server3_train_1_570,3,req_1372369,GPT-4v
task_Server3_train_1_570,4,req_1247235,GPT-4v
task_Server3_train_1_571,0,req_166811,ChatGPT
task_Server3_train_1_571,1,req_1173123,GPT-4
task_Server3_train_1_571,2,req_369760,ChatGPT
task_Server3_train_1_571,3,req_290830,ChatGPT
task_Server3_train_1_571,4,req_370144,GPT-4v
task_Server3_train_1_572,0,req_512704,GPT-4
task_Server3_train_1_572,1,req_63448,GPT-4
task_Server3_train_1_572,2,req_714976,GPT-4
task_Server3_train_1_572,3,req_140103,ChatGPT
task_Server3_train_1_572,4,req_1175587,GPT-4v
task_Server3_train_1_573,0,req_981258,GPT-4
task_Server3_train_1_573,1,req_729514,ChatGPT
task_Server3_train_1_573,2,req_703541,ChatGPT
task_Server3_train_1_573,3,req_1273034,GPT-4v
task_Server3_train_1_573,4,req_214703,ChatGPT
task_Server3_train_1_574,0,req_693813,GPT-4
task_Server3_train_1_574,1,req_1219827,GPT-4
task_Server3_train_1_574,2,req_844466,GPT-4
task_Server3_train_1_574,3,req_434250,GPT-4v
task_Server3_train_1_574,4,req_738634,GPT-4v
task_Server3_train_1_575,0,req_1018054,GPT-4
task_Server3_train_1_575,1,req_618246,GPT-4
task_Server3_train_1_575,2,req_1349161,GPT-4
task_Server3_train_1_575,3,req_42814,ChatGPT
task_Server3_train_1_575,4,req_4675,GPT-4v
task_Server3_train_1_576,0,req_1077975,GPT-4
task_Server3_train_1_576,1,req_564612,GPT-4
task_Server3_train_1_576,2,req_354328,ChatGPT
task_Server3_train_1_576,3,req_180036,ChatGPT
task_Server3_train_1_576,4,req_1289495,GPT-4v
task_Server3_train_1_577,0,req_494794,ChatGPT
task_Server3_train_1_577,1,req_435405,GPT-4v
task_Server3_train_1_577,2,req_391619,GPT-4v
task_Server3_train_1_577,3,req_1293014,ChatGPT
task_Server3_train_1_577,4,req_153127,ChatGPT
task_Server3_train_1_578,0,req_306258,ChatGPT
task_Server3_train_1_578,1,req_72145,ChatGPT
task_Server3_train_1_578,2,req_431967,GPT-4
task_Server3_train_1_578,3,req_826628,ChatGPT
task_Server3_train_1_578,4,req_320347,GPT-4v
task_Server3_train_1_579,0,req_380421,GPT-4
task_Server3_train_1_579,1,req_1291596,GPT-4
task_Server3_train_1_579,2,req_500479,ChatGPT
task_Server3_train_1_579,3,req_891008,GPT-4v
task_Server3_train_1_579,4,req_1326210,ChatGPT
task_Server3_train_1_580,0,req_1081641,GPT-4
task_Server3_train_1_580,1,req_1017429,ChatGPT
task_Server3_train_1_580,2,req_740249,GPT-4
task_Server3_train_1_580,3,req_1408077,ChatGPT
task_Server3_train_1_580,4,req_723495,ChatGPT
task_Server3_train_1_581,0,req_285078,GPT-4
task_Server3_train_1_581,1,req_918102,ChatGPT
task_Server3_train_1_581,2,req_1025531,GPT-4
task_Server3_train_1_581,3,req_1415894,GPT-4v
task_Server3_train_1_581,4,req_1128402,ChatGPT
task_Server3_train_1_582,0,req_795454,ChatGPT
task_Server3_train_1_582,1,req_369621,GPT-4
task_Server3_train_1_582,2,req_983171,ChatGPT
task_Server3_train_1_582,3,req_971170,GPT-4v
task_Server3_train_1_582,4,req_1353064,GPT-4v
task_Server3_train_1_583,0,req_923198,ChatGPT
task_Server3_train_1_583,1,req_1190330,GPT-4v
task_Server3_train_1_583,2,req_358460,GPT-4v
task_Server3_train_1_583,3,req_396671,ChatGPT
task_Server3_train_1_583,4,req_537938,GPT-4v
task_Server3_train_1_584,0,req_767716,GPT-4
task_Server3_train_1_584,1,req_1300200,GPT-4
task_Server3_train_1_584,2,req_553357,GPT-4
task_Server3_train_1_584,3,req_940926,ChatGPT
task_Server3_train_1_584,4,req_1191595,ChatGPT
task_Server3_train_1_585,0,req_1207549,GPT-4
task_Server3_train_1_585,1,req_904557,ChatGPT
task_Server3_train_1_585,2,req_88164,ChatGPT
task_Server3_train_1_585,3,req_1206623,GPT-4v
task_Server3_train_1_585,4,req_76473,ChatGPT
task_Server3_train_1_586,0,req_440394,ChatGPT
task_Server3_train_1_586,1,req_1002238,ChatGPT
task_Server3_train_1_586,2,req_120225,GPT-4v
task_Server3_train_1_586,3,req_1003435,ChatGPT
task_Server3_train_1_586,4,req_493326,ChatGPT
task_Server3_train_1_587,0,req_1172175,GPT-4
task_Server3_train_1_587,1,req_384112,GPT-4
task_Server3_train_1_587,2,req_1332855,ChatGPT
task_Server3_train_1_587,3,req_57699,GPT-4v
task_Server3_train_1_587,4,req_158258,ChatGPT
task_Server3_train_1_588,0,req_770168,ChatGPT
task_Server3_train_1_588,1,req_714319,GPT-4
task_Server3_train_1_588,2,req_1143077,GPT-4
task_Server3_train_1_588,3,req_404528,ChatGPT
task_Server3_train_1_588,4,req_284797,GPT-4v
task_Server3_train_1_589,0,req_563633,GPT-4
task_Server3_train_1_589,1,req_327903,ChatGPT
task_Server3_train_1_589,2,req_171131,GPT-4v
task_Server3_train_1_589,3,req_1195797,GPT-4v
task_Server3_train_1_589,4,req_611232,GPT-4v
task_Server3_train_1_590,0,req_1175103,GPT-4
task_Server3_train_1_590,1,req_563804,GPT-4
task_Server3_train_1_590,2,req_894886,ChatGPT
task_Server3_train_1_590,3,req_736753,ChatGPT
task_Server3_train_1_590,4,req_1381532,ChatGPT
task_Server3_train_1_591,0,req_185616,ChatGPT
task_Server3_train_1_591,1,req_1203231,GPT-4
task_Server3_train_1_591,2,req_1403771,ChatGPT
task_Server3_train_1_591,3,req_94335,GPT-4v
task_Server3_train_1_591,4,req_280053,GPT-4v
task_Server3_train_1_592,0,req_1076089,ChatGPT
task_Server3_train_1_592,1,req_210468,GPT-4v
task_Server3_train_1_592,2,req_194507,GPT-4v
task_Server3_train_1_592,3,req_962374,ChatGPT
task_Server3_train_1_592,4,req_236588,ChatGPT
task_Server3_train_1_593,0,req_770934,GPT-4
task_Server3_train_1_593,1,req_8548,ChatGPT
task_Server3_train_1_593,2,req_783810,GPT-4v
task_Server3_train_1_593,3,req_1087766,ChatGPT
task_Server3_train_1_593,4,req_114768,ChatGPT
task_Server3_train_1_594,0,req_1198310,GPT-4
task_Server3_train_1_594,1,req_1405153,ChatGPT
task_Server3_train_1_594,2,req_508253,ChatGPT
task_Server3_train_1_594,3,req_1230246,GPT-4v
task_Server3_train_1_594,4,req_225554,GPT-4v
task_Server3_train_1_595,0,req_964709,ChatGPT
task_Server3_train_1_595,1,req_1002124,GPT-4v
task_Server3_train_1_595,2,req_347577,GPT-4v
task_Server3_train_1_595,3,req_977478,GPT-4v
task_Server3_train_1_595,4,req_146512,ChatGPT
task_Server3_train_1_596,0,req_88064,ChatGPT
task_Server3_train_1_596,1,req_423518,ChatGPT
task_Server3_train_1_596,2,req_374623,ChatGPT
task_Server3_train_1_596,3,req_1021670,GPT-4
task_Server3_train_1_596,4,req_1175709,ChatGPT
task_Server3_train_1_597,0,req_1171814,GPT-4
task_Server3_train_1_597,1,req_6544,GPT-4
task_Server3_train_1_597,2,req_1235432,ChatGPT
task_Server3_train_1_597,3,req_771661,ChatGPT
task_Server3_train_1_597,4,req_257785,GPT-4v
task_Server3_train_1_598,0,req_374949,GPT-4
task_Server3_train_1_598,1,req_104757,GPT-4v
task_Server3_train_1_598,2,req_464693,GPT-4v
task_Server3_train_1_598,3,req_835093,ChatGPT
task_Server3_train_1_598,4,req_1393781,ChatGPT
task_Server3_train_1_599,0,req_1226323,ChatGPT
task_Server3_train_1_599,1,req_1094764,GPT-4
task_Server3_train_1_599,2,req_1214506,GPT-4
task_Server3_train_1_599,3,req_1379044,ChatGPT
task_Server3_train_1_599,4,req_1128032,ChatGPT
task_Server3_train_1_600,0,req_10628,GPT-4
task_Server3_train_1_600,1,req_863604,ChatGPT
task_Server3_train_1_600,2,req_648507,GPT-4
task_Server3_train_1_600,3,req_393070,GPT-4v
task_Server3_train_1_600,4,req_858128,ChatGPT
task_Server3_train_1_601,0,req_1221607,ChatGPT
task_Server3_train_1_601,1,req_310199,ChatGPT
task_Server3_train_1_601,2,req_1205887,ChatGPT
task_Server3_train_1_601,3,req_1329787,GPT-4v
task_Server3_train_1_601,4,req_116688,GPT-4v
task_Server3_train_1_602,0,req_954457,ChatGPT
task_Server3_train_1_602,1,req_654434,GPT-4v
task_Server3_train_1_602,2,req_1183556,ChatGPT
task_Server3_train_1_602,3,req_89272,GPT-4v
task_Server3_train_1_602,4,req_1046795,ChatGPT
task_Server3_train_1_603,0,req_1141920,GPT-4
task_Server3_train_1_603,1,req_511846,GPT-4
task_Server3_train_1_603,2,req_444301,ChatGPT
task_Server3_train_1_603,3,req_1409941,ChatGPT
task_Server3_train_1_603,4,req_943930,GPT-4v
task_Server3_train_1_604,0,req_198686,ChatGPT
task_Server3_train_1_604,1,req_1314449,GPT-4
task_Server3_train_1_604,2,req_998809,ChatGPT
task_Server3_train_1_604,3,req_189625,GPT-4v
task_Server3_train_1_604,4,req_954783,ChatGPT
task_Server3_train_1_605,0,req_803704,ChatGPT
task_Server3_train_1_605,1,req_1267272,GPT-4
task_Server3_train_1_605,2,req_9885,GPT-4
task_Server3_train_1_605,3,req_77438,GPT-4v
task_Server3_train_1_605,4,req_1119440,ChatGPT
task_Server3_train_1_606,0,req_746346,GPT-4
task_Server3_train_1_606,1,req_738870,ChatGPT
task_Server3_train_1_606,2,req_1153034,GPT-4v
task_Server3_train_1_606,3,req_819508,ChatGPT
task_Server3_train_1_606,4,req_1115881,GPT-4v
task_Server3_train_1_607,0,req_1147337,GPT-4
task_Server3_train_1_607,1,req_873106,GPT-4
task_Server3_train_1_607,2,req_695122,GPT-4
task_Server3_train_1_607,3,req_700086,ChatGPT
task_Server3_train_1_607,4,req_127004,GPT-4v
task_Server3_train_1_608,0,req_566236,GPT-4
task_Server3_train_1_608,1,req_631218,ChatGPT
task_Server3_train_1_608,2,req_380397,GPT-4
task_Server3_train_1_608,3,req_1092095,GPT-4v
task_Server3_train_1_608,4,req_580510,ChatGPT
task_Server3_train_1_609,0,req_731940,ChatGPT
task_Server3_train_1_609,1,req_680264,ChatGPT
task_Server3_train_1_609,2,req_682849,GPT-4v
task_Server3_train_1_609,3,req_668133,GPT-4v
task_Server3_train_1_609,4,req_1014180,ChatGPT
task_Server3_train_1_610,0,req_1137016,GPT-4
task_Server3_train_1_610,1,req_1038730,ChatGPT
task_Server3_train_1_610,2,req_1093694,ChatGPT
task_Server3_train_1_610,3,req_622575,GPT-4
task_Server3_train_1_610,4,req_992270,ChatGPT
task_Server3_train_1_611,0,req_768384,GPT-4
task_Server3_train_1_611,1,req_1220477,ChatGPT
task_Server3_train_1_611,2,req_1481,ChatGPT
task_Server3_train_1_611,3,req_51428,GPT-4v
task_Server3_train_1_611,4,req_891044,GPT-4v
task_Server3_train_1_612,0,req_1088252,GPT-4
task_Server3_train_1_612,1,req_930864,GPT-4v
task_Server3_train_1_612,2,req_1179056,GPT-4v
task_Server3_train_1_612,3,req_327746,ChatGPT
task_Server3_train_1_612,4,req_1215653,ChatGPT
task_Server3_train_1_613,0,req_41448,ChatGPT
task_Server3_train_1_613,1,req_330341,ChatGPT
task_Server3_train_1_613,2,req_1260330,ChatGPT
task_Server3_train_1_613,3,req_1391250,GPT-4v
task_Server3_train_1_613,4,req_655935,GPT-4v
task_Server3_train_1_614,0,req_1134797,GPT-4
task_Server3_train_1_614,1,req_1213915,GPT-4
task_Server3_train_1_614,2,req_102367,ChatGPT
task_Server3_train_1_614,3,req_1379514,ChatGPT
task_Server3_train_1_614,4,req_90217,GPT-4v
task_Server3_train_1_615,0,req_1111229,ChatGPT
task_Server3_train_1_615,1,req_694660,GPT-4
task_Server3_train_1_615,2,req_743712,ChatGPT
task_Server3_train_1_615,3,req_606161,ChatGPT
task_Server3_train_1_615,4,req_126470,GPT-4v
task_Server3_train_1_616,0,req_462331,GPT-4
task_Server3_train_1_616,1,req_1166814,ChatGPT
task_Server3_train_1_616,2,req_462396,ChatGPT
task_Server3_train_1_616,3,req_1223389,GPT-4
task_Server3_train_1_616,4,req_1281167,GPT-4v
task_Server3_train_1_617,0,req_881484,ChatGPT
task_Server3_train_1_617,1,req_659058,ChatGPT
task_Server3_train_1_617,2,req_1139524,ChatGPT
task_Server3_train_1_617,3,req_848507,GPT-4v
task_Server3_train_1_617,4,req_132397,GPT-4v
task_Server3_train_1_618,0,req_284136,GPT-4
task_Server3_train_1_618,1,req_1037686,ChatGPT
task_Server3_train_1_618,2,req_147155,ChatGPT
task_Server3_train_1_618,3,req_320639,ChatGPT
task_Server3_train_1_618,4,req_1091142,ChatGPT
task_Server3_train_1_619,0,req_1122119,ChatGPT
task_Server3_train_1_619,1,req_1259224,GPT-4
task_Server3_train_1_619,2,req_267674,GPT-4
task_Server3_train_1_619,3,req_1094975,GPT-4
task_Server3_train_1_619,4,req_709190,GPT-4v
task_Server3_train_1_620,0,req_1213446,GPT-4
task_Server3_train_1_620,1,req_386727,GPT-4
task_Server3_train_1_620,2,req_1415962,ChatGPT
task_Server3_train_1_620,3,req_634495,GPT-4
task_Server3_train_1_620,4,req_1288183,GPT-4v
task_Server3_train_1_621,0,req_1133236,GPT-4
task_Server3_train_1_621,1,req_1422482,ChatGPT
task_Server3_train_1_621,2,req_52581,ChatGPT
task_Server3_train_1_621,3,req_671015,ChatGPT
task_Server3_train_1_621,4,req_443239,ChatGPT
task_Server3_train_1_622,0,req_1349160,GPT-4
task_Server3_train_1_622,1,req_700797,GPT-4
task_Server3_train_1_622,2,req_974740,GPT-4v
task_Server3_train_1_622,3,req_667762,GPT-4v
task_Server3_train_1_622,4,req_1298720,GPT-4v
task_Server3_train_1_623,0,req_1082823,GPT-4
task_Server3_train_1_623,1,req_89635,ChatGPT
task_Server3_train_1_623,2,req_1135588,ChatGPT
task_Server3_train_1_623,3,req_1268294,GPT-4v
task_Server3_train_1_623,4,req_820717,ChatGPT
task_Server3_train_1_624,0,req_885805,GPT-4
task_Server3_train_1_624,1,req_682997,GPT-4
task_Server3_train_1_624,2,req_690298,GPT-4
task_Server3_train_1_624,3,req_387540,ChatGPT
task_Server3_train_1_624,4,req_361111,ChatGPT
task_Server3_train_1_625,0,req_656000,ChatGPT
task_Server3_train_1_625,1,req_468425,ChatGPT
task_Server3_train_1_625,2,req_133894,ChatGPT
task_Server3_train_1_625,3,req_87086,ChatGPT
task_Server3_train_1_625,4,req_1245795,GPT-4v
task_Server3_train_1_626,0,req_1035999,GPT-4
task_Server3_train_1_626,1,req_1345962,GPT-4
task_Server3_train_1_626,2,req_1102736,GPT-4
task_Server3_train_1_626,3,req_823307,GPT-4
task_Server3_train_1_626,4,req_540321,GPT-4v
task_Server3_train_1_627,0,req_261259,ChatGPT
task_Server3_train_1_627,1,req_887031,ChatGPT
task_Server3_train_1_627,2,req_125503,ChatGPT
task_Server3_train_1_627,3,req_832725,GPT-4v
task_Server3_train_1_627,4,req_1110294,ChatGPT
task_Server3_train_1_628,0,req_1208761,GPT-4
task_Server3_train_1_628,1,req_1138080,GPT-4
task_Server3_train_1_628,2,req_746474,GPT-4
task_Server3_train_1_628,3,req_1022886,GPT-4
task_Server3_train_1_628,4,req_314581,ChatGPT
task_Server3_train_1_629,0,req_1318866,GPT-4
task_Server3_train_1_629,1,req_894056,GPT-4
task_Server3_train_1_629,2,req_344091,GPT-4v
task_Server3_train_1_629,3,req_507615,ChatGPT
task_Server3_train_1_629,4,req_821297,ChatGPT
task_Server3_train_1_630,0,req_382869,GPT-4
task_Server3_train_1_630,1,req_689366,GPT-4
task_Server3_train_1_630,2,req_530140,GPT-4
task_Server3_train_1_630,3,req_306475,ChatGPT
task_Server3_train_1_630,4,req_352302,ChatGPT
task_Server3_train_1_631,0,req_1311845,GPT-4
task_Server3_train_1_631,1,req_913912,GPT-4
task_Server3_train_1_631,2,req_549417,ChatGPT
task_Server3_train_1_631,3,req_1361987,ChatGPT
task_Server3_train_1_631,4,req_501608,ChatGPT
task_Server3_train_1_632,0,req_1027893,GPT-4
task_Server3_train_1_632,1,req_54313,ChatGPT
task_Server3_train_1_632,2,req_1229556,GPT-4
task_Server3_train_1_632,3,req_856308,ChatGPT
task_Server3_train_1_632,4,req_755236,ChatGPT
task_Server3_train_1_633,0,req_843113,GPT-4
task_Server3_train_1_633,1,req_1175110,GPT-4
task_Server3_train_1_633,2,req_177030,GPT-4v
task_Server3_train_1_633,3,req_7809,ChatGPT
task_Server3_train_1_633,4,req_919951,GPT-4v
task_Server3_train_1_634,0,req_654560,ChatGPT
task_Server3_train_1_634,1,req_208855,ChatGPT
task_Server3_train_1_634,2,req_1222361,GPT-4
task_Server3_train_1_634,3,req_211724,GPT-4v
task_Server3_train_1_634,4,req_861715,GPT-4v
task_Server3_train_1_635,0,req_265601,ChatGPT
task_Server3_train_1_635,1,req_389198,ChatGPT
task_Server3_train_1_635,2,req_550543,GPT-4
task_Server3_train_1_635,3,req_1042533,ChatGPT
task_Server3_train_1_635,4,req_1352021,ChatGPT
task_Server3_train_1_636,0,req_313788,ChatGPT
task_Server3_train_1_636,1,req_269072,GPT-4
task_Server3_train_1_636,2,req_145399,ChatGPT
task_Server3_train_1_636,3,req_352970,ChatGPT
task_Server3_train_1_636,4,req_264055,ChatGPT
task_Server3_train_1_637,0,req_1088181,ChatGPT
task_Server3_train_1_637,1,req_1210103,GPT-4
task_Server3_train_1_637,2,req_99216,GPT-4v
task_Server3_train_1_637,3,req_1359846,GPT-4v
task_Server3_train_1_637,4,req_261889,GPT-4v
task_Server3_train_1_638,0,req_972669,ChatGPT
task_Server3_train_1_638,1,req_617408,GPT-4
task_Server3_train_1_638,2,req_1211205,GPT-4
task_Server3_train_1_638,3,req_287281,ChatGPT
task_Server3_train_1_638,4,req_1399050,GPT-4v
task_Server3_train_1_639,0,req_1064247,GPT-4
task_Server3_train_1_639,1,req_1299794,GPT-4
task_Server3_train_1_639,2,req_1233521,ChatGPT
task_Server3_train_1_639,3,req_492302,ChatGPT
task_Server3_train_1_639,4,req_1249165,ChatGPT
task_Server3_train_1_640,0,req_513966,GPT-4
task_Server3_train_1_640,1,req_562996,GPT-4
task_Server3_train_1_640,2,req_707453,ChatGPT
task_Server3_train_1_640,3,req_467685,GPT-4v
task_Server3_train_1_640,4,req_119329,GPT-4v
task_Server3_train_1_641,0,req_1209094,GPT-4
task_Server3_train_1_641,1,req_688821,GPT-4
task_Server3_train_1_641,2,req_564564,GPT-4
task_Server3_train_1_641,3,req_1301873,GPT-4
task_Server3_train_1_641,4,req_819305,GPT-4v
task_Server3_train_1_642,0,req_1346191,GPT-4
task_Server3_train_1_642,1,req_66101,ChatGPT
task_Server3_train_1_642,2,req_1217398,GPT-4
task_Server3_train_1_642,3,req_418471,GPT-4v
task_Server3_train_1_642,4,req_407554,ChatGPT
task_Server3_train_1_643,0,req_813543,GPT-4
task_Server3_train_1_643,1,req_169927,ChatGPT
task_Server3_train_1_643,2,req_1369477,GPT-4v
task_Server3_train_1_643,3,req_700049,GPT-4v
task_Server3_train_1_643,4,req_165564,ChatGPT
task_Server3_train_1_644,0,req_1020788,GPT-4
task_Server3_train_1_644,1,req_65233,GPT-4v
task_Server3_train_1_644,2,req_526256,GPT-4v
task_Server3_train_1_644,3,req_230826,ChatGPT
task_Server3_train_1_644,4,req_725037,ChatGPT
task_Server3_train_1_645,0,req_1137864,ChatGPT
task_Server3_train_1_645,1,req_461943,GPT-4
task_Server3_train_1_645,2,req_881248,ChatGPT
task_Server3_train_1_645,3,req_1113251,ChatGPT
task_Server3_train_1_645,4,req_1141444,GPT-4v
task_Server3_train_1_646,0,req_620109,GPT-4
task_Server3_train_1_646,1,req_605426,GPT-4v
task_Server3_train_1_646,2,req_1238718,GPT-4v
task_Server3_train_1_646,3,req_601662,GPT-4v
task_Server3_train_1_646,4,req_936178,ChatGPT
task_Server3_train_1_647,0,req_212526,ChatGPT
task_Server3_train_1_647,1,req_1110832,ChatGPT
task_Server3_train_1_647,2,req_31542,GPT-4v
task_Server3_train_1_647,3,req_1092355,GPT-4v
task_Server3_train_1_647,4,req_856023,ChatGPT
task_Server3_train_1_648,0,req_337169,ChatGPT
task_Server3_train_1_648,1,req_497895,ChatGPT
task_Server3_train_1_648,2,req_1063288,GPT-4
task_Server3_train_1_648,3,req_170031,ChatGPT
task_Server3_train_1_648,4,req_293995,ChatGPT
task_Server3_train_1_649,0,req_415891,ChatGPT
task_Server3_train_1_649,1,req_1296177,GPT-4v
task_Server3_train_1_649,2,req_436076,GPT-4v
task_Server3_train_1_649,3,req_414897,ChatGPT
task_Server3_train_1_649,4,req_1322277,GPT-4v
